time,pred,actual
0,0.448568195104599,0.5020007491111755
1,0.5229967832565308,0.5154125094413757
2,0.5489266514778137,0.5739824771881104
3,0.5599342584609985,0.5898807644844055
4,0.5639802813529968,0.6039243340492249
5,0.5674589276313782,0.6060699820518494
6,0.5711950063705444,0.6009235978126526
7,0.5758168697357178,0.6066329479217529
8,0.5793676376342773,0.6074432730674744
9,0.587007999420166,0.6253456473350525
10,0.5960618853569031,0.6360438466072083
11,0.6042150259017944,0.6435631513595581
12,0.6099857687950134,0.6460733413696289
13,0.6201134324073792,0.6460297703742981
14,0.6281181573867798,0.6511860489845276
15,0.6389262676239014,0.6661602854728699
16,0.6487593054771423,0.6723651885986328
17,0.6590991616249084,0.6727339625358582
18,0.668126106262207,0.6748546361923218
19,0.676360011100769,0.6751982569694519
20,0.6841959953308105,0.6608757376670837
21,0.6917495727539062,0.6550633907318115
22,0.7007834911346436,0.6541091799736023
23,0.7076466083526611,0.6682907342910767
24,0.7153675556182861,0.6838902235031128
25,0.6919761896133423,0.6904022097587585
26,0.6907463669776917,0.6953528523445129
27,0.6855992078781128,0.6973879933357239
28,0.6738448143005371,0.6973879933357239
29,0.6541544198989868,0.6973879933357239
30,0.6427592635154724,0.6973879933357239
31,0.6258134245872498,0.7048398852348328
32,0.6046394109725952,0.7063259482383728
33,0.5944916009902954,0.7143152356147766
34,0.579525887966156,0.7129542827606201
35,0.5832867622375488,0.7070299386978149
36,0.5754664540290833,0.7075323462486267
37,0.5697106122970581,0.709243655204773
38,0.5685325264930725,0.7106733322143555
39,0.5688643455505371,0.7129481434822083
40,0.5667494535446167,0.7154668569564819
41,0.5695176124572754,0.7047637104988098
42,0.5720062255859375,0.7061322331428528
43,0.5755730867385864,0.7107295989990234
44,0.5807229280471802,0.7256314158439636
45,0.5581687092781067,0.7277395725250244
46,0.5606998205184937,0.7264609336853027
47,0.5521283745765686,0.7039765119552612
48,0.5428706407546997,0.6906282901763916
49,0.5278523564338684,0.6641782522201538
50,0.5405097007751465,0.6527602672576904
51,0.5338904857635498,0.6347519755363464
52,0.5345214009284973,0.6149104833602905
53,0.5324845910072327,0.5567814111709595
54,0.5329118371009827,0.47507816553115845
55,0.5015223622322083,0.45815619826316833
56,0.49921301007270813,0.4535196125507355
57,0.4893350601196289,0.4491797685623169
58,0.47605815529823303,0.455642431974411
59,0.45895111560821533,0.4427400529384613
60,0.44833841919898987,0.4340879023075104
61,0.4265480041503906,0.4234313666820526
62,0.4131646156311035,0.4183225631713867
63,0.39802244305610657,0.41915231943130493
64,0.38595446944236755,0.38224783539772034
65,0.36695513129234314,0.3099210858345032
66,0.3524371385574341,0.2537587881088257
67,0.33705034852027893,0.23892156779766083
68,0.3262455463409424,0.2411123514175415
69,0.3170895576477051,0.24217762053012848
70,0.3176673352718353,0.2421116828918457
71,0.31364506483078003,0.24238714575767517
72,0.3024043142795563,0.24238714575767517
73,0.29636350274086,0.2416871339082718
74,0.2919282913208008,0.24067291617393494
75,0.29156407713890076,0.24025501310825348
76,0.2901320457458496,0.23914924263954163
77,0.286914199590683,0.23614764213562012
78,0.2883649468421936,0.2325671911239624
79,0.2854311168193817,0.2308983951807022
80,0.30521178245544434,0.24623429775238037
81,0.30996689200401306,0.24794471263885498
82,0.3125339150428772,0.24794329702854156
83,0.31548604369163513,0.2503335475921631
84,0.3232800364494324,0.24890078604221344
85,0.32909950613975525,0.26100537180900574
86,0.33855196833610535,0.26357388496398926
87,0.34462323784828186,0.2611907124519348
88,0.3668570816516876,0.2596585750579834
89,0.38286909461021423,0.25904545187950134
90,0.38787904381752014,0.25412750244140625
91,0.3977946937084198,0.2561126947402954
92,0.4093661308288574,0.2634158432483673
93,0.4284762442111969,0.2628500461578369
94,0.4386439919471741,0.2641371190547943
95,0.45421266555786133,0.26095324754714966
96,0.4649042785167694,0.2678173780441284
97,0.4792385995388031,0.2802996039390564
98,0.4912481904029846,0.2983340919017792
99,0.5001639723777771,0.3162509500980377
100,0.4962748885154724,0.33318501710891724
101,0.5111882090568542,0.3421516716480255
102,0.5167141556739807,0.3569096326828003
103,0.5189236998558044,0.36060190200805664
104,0.5256678462028503,0.364010214805603
105,0.5069332718849182,0.3660467863082886
106,0.4946705996990204,0.3673620820045471
107,0.48087289929389954,0.36763837933540344
108,0.47006943821907043,0.36628249287605286
109,0.45225241780281067,0.3614269196987152
110,0.4325227439403534,0.36407938599586487
111,0.41590407490730286,0.36455464363098145
112,0.39955922961235046,0.36719170212745667
113,0.38188329339027405,0.3224541246891022
114,0.3671446740627289,0.2890544831752777
115,0.34970277547836304,0.2602761387825012
116,0.336975634098053,0.2590980529785156
117,0.3228968381881714,0.2649809718132019
118,0.3129185438156128,0.26741838455200195
119,0.298404335975647,0.26773807406425476
120,0.2897104024887085,0.278744101524353
121,0.2761043310165405,0.28457871079444885
122,0.26536956429481506,0.28767257928848267
123,0.25579336285591125,0.2878081500530243
124,0.24674853682518005,0.25146257877349854
