time,pred,actual
0,0.443854957818985,0.5134954452514648
1,0.5137304067611694,0.5156325101852417
2,0.5541179776191711,0.5154200196266174
3,0.5630844235420227,0.5188921689987183
4,0.5717400908470154,0.5096560120582581
5,0.5759417414665222,0.5079147219657898
6,0.5764517188072205,0.5076131224632263
7,0.5800584554672241,0.5059760212898254
8,0.5815555453300476,0.5108382105827332
9,0.5831730961799622,0.4966181218624115
10,0.5806604027748108,0.48899272084236145
11,0.5813372135162354,0.493022084236145
12,0.5868038535118103,0.48324117064476013
13,0.5908852219581604,0.4747152626514435
14,0.5924556851387024,0.47056862711906433
15,0.6010563373565674,0.4701037108898163
16,0.6069439053535461,0.46794232726097107
17,0.6100929379463196,0.46906810998916626
18,0.6184563040733337,0.4742129147052765
19,0.6265297532081604,0.4773745536804199
20,0.632725179195404,0.4813879132270813
21,0.6405501961708069,0.48758265376091003
22,0.6477144360542297,0.48866888880729675
23,0.6547237038612366,0.5014836192131042
24,0.6601521372795105,0.5483357906341553
25,0.6630083918571472,0.5668550133705139
26,0.6689607501029968,0.5844377279281616
27,0.6744356751441956,0.5901502370834351
28,0.6770535111427307,0.595832347869873
29,0.683208167552948,0.5948346853256226
30,0.6786637306213379,0.5922583937644958
31,0.6836156845092773,0.5862851142883301
32,0.6843492984771729,0.5838629007339478
33,0.6875151991844177,0.5875192284584045
34,0.6893264651298523,0.5916739106178284
35,0.6762679219245911,0.5932799577713013
36,0.6674360632896423,0.5938518643379211
37,0.6648340821266174,0.5958265662193298
38,0.65254807472229,0.5969351530075073
39,0.6347091794013977,0.5987115502357483
40,0.6296936869621277,0.5984504818916321
41,0.6186618804931641,0.6020694375038147
42,0.6098451018333435,0.6051009297370911
43,0.6067677736282349,0.6073160171508789
44,0.5932140946388245,0.6105042099952698
45,0.6034743189811707,0.6108089685440063
46,0.6136035323143005,0.6154548525810242
47,0.6248558759689331,0.6195226907730103
48,0.6396211385726929,0.6259369254112244
49,0.6570989489555359,0.642410159111023
50,0.6713204979896545,0.6660810708999634
51,0.6818823218345642,0.6819977164268494
52,0.6940889954566956,0.6850823163986206
53,0.7022522687911987,0.6858790516853333
54,0.7107887864112854,0.68114173412323
55,0.7034994959831238,0.6748862266540527
56,0.6955519318580627,0.6539615988731384
57,0.6766424179077148,0.62647944688797
58,0.655291736125946,0.6139309406280518
59,0.6300225853919983,0.6046892404556274
60,0.6201717257499695,0.6055654883384705
61,0.6079971194267273,0.6042370200157166
62,0.5987012982368469,0.5927872061729431
63,0.5904212594032288,0.5955708026885986
64,0.5816077589988708,0.5940417051315308
65,0.5797036290168762,0.5834802389144897
66,0.5804086327552795,0.5830033421516418
67,0.5856358408927917,0.5832086801528931
68,0.5775028467178345,0.5838272571563721
69,0.5816815495491028,0.5840862393379211
70,0.5630404949188232,0.5849798917770386
71,0.544466495513916,0.5771550536155701
72,0.5221800208091736,0.5749819278717041
73,0.4916134178638458,0.5741205215454102
74,0.47637873888015747,0.5706496238708496
75,0.4709264934062958,0.5444819331169128
76,0.4653898775577545,0.5301080346107483
77,0.4577028155326843,0.5090914368629456
78,0.45428475737571716,0.47672519087791443
79,0.4541330635547638,0.43620172142982483
80,0.4481845200061798,0.39771032333374023
81,0.4402182400226593,0.38621726632118225
82,0.43197277188301086,0.3750191032886505
83,0.42144012451171875,0.3712274730205536
84,0.4141957461833954,0.37409719824790955
85,0.390972763299942,0.37274640798568726
86,0.3683256506919861,0.35800933837890625
87,0.3408218026161194,0.3531157374382019
88,0.3129631578922272,0.3529350161552429
89,0.2868151366710663,0.34026437997817993
90,0.27503660321235657,0.32522642612457275
91,0.264226496219635,0.3237878680229187
92,0.25315001606941223,0.3164726495742798
93,0.251677930355072,0.31390854716300964
94,0.24773269891738892,0.3137785494327545
95,0.24770674109458923,0.3137785494327545
96,0.25190049409866333,0.31060677766799927
97,0.2592158615589142,0.3062257468700409
98,0.271383136510849,0.30733075737953186
99,0.2791197896003723,0.30744698643684387
100,0.2970139980316162,0.3076527416706085
101,0.3128681480884552,0.318451464176178
102,0.32770025730133057,0.35150179266929626
103,0.3401026129722595,0.3516128659248352
104,0.35592344403266907,0.3739275634288788
