time,pred,actual
0,0.4331968128681183,0.5020007491111755
1,0.5056219696998596,0.5154125094413757
2,0.5388067364692688,0.5739824771881104
3,0.5520899891853333,0.5898807644844055
4,0.5522903800010681,0.6039243340492249
5,0.5538498759269714,0.6060699820518494
6,0.5529376268386841,0.6009235978126526
7,0.5556737184524536,0.6066329479217529
8,0.5530040860176086,0.6074432730674744
9,0.5512741804122925,0.6253456473350525
10,0.5598317980766296,0.6360438466072083
11,0.5634171366691589,0.6435631513595581
12,0.5652652382850647,0.6460733413696289
13,0.5734245181083679,0.6460297703742981
14,0.5797504782676697,0.6511860489845276
15,0.5864335894584656,0.6661602854728699
16,0.5825863480567932,0.6723651885986328
17,0.5946601629257202,0.6727339625358582
18,0.6007147431373596,0.6748546361923218
19,0.6059325337409973,0.6751982569694519
20,0.6159477829933167,0.6608757376670837
21,0.6199777722358704,0.6550633907318115
22,0.6256592273712158,0.6541091799736023
23,0.6298028826713562,0.6682907342910767
24,0.6355863213539124,0.6838902235031128
25,0.62422114610672,0.6904022097587585
26,0.623209536075592,0.6953528523445129
27,0.6269858479499817,0.6973879933357239
28,0.6182694435119629,0.6973879933357239
29,0.6061466336250305,0.6973879933357239
30,0.6028045415878296,0.6973879933357239
31,0.6046831011772156,0.7048398852348328
32,0.5904055237770081,0.7063259482383728
33,0.5870099067687988,0.7143152356147766
34,0.575875461101532,0.7129542827606201
35,0.597139298915863,0.7070299386978149
36,0.605427086353302,0.7075323462486267
37,0.6183813810348511,0.709243655204773
38,0.6364567279815674,0.7106733322143555
39,0.6480444073677063,0.7129481434822083
40,0.6594716906547546,0.7154668569564819
41,0.6641808748245239,0.7047637104988098
42,0.6731427907943726,0.7061322331428528
43,0.6802586913108826,0.7107295989990234
44,0.6850187182426453,0.7256314158439636
45,0.6562209129333496,0.7277395725250244
46,0.6389308571815491,0.7264609336853027
47,0.6016953587532043,0.7039765119552612
48,0.5606672763824463,0.6906282901763916
49,0.511257529258728,0.6641782522201538
50,0.5311886668205261,0.6527602672576904
51,0.544407069683075,0.6347519755363464
52,0.5829232335090637,0.6149104833602905
53,0.609264075756073,0.5567814111709595
54,0.6306332945823669,0.47507816553115845
55,0.614211916923523,0.45815619826316833
56,0.5923815369606018,0.4535196125507355
57,0.5530277490615845,0.4491797685623169
58,0.5119011998176575,0.455642431974411
59,0.46689271926879883,0.4427400529384613
60,0.42401596903800964,0.4340879023075104
61,0.3924517333507538,0.4234313666820526
62,0.36737754940986633,0.4183225631713867
63,0.3421851098537445,0.41915231943130493
64,0.3225286304950714,0.38224783539772034
65,0.30020734667778015,0.3099210858345032
66,0.2754543721675873,0.2537587881088257
67,0.25746777653694153,0.23892156779766083
68,0.2463718056678772,0.2411123514175415
69,0.23201319575309753,0.24217762053012848
70,0.22647449374198914,0.2421116828918457
71,0.2212706208229065,0.24238714575767517
72,0.21630577743053436,0.24238714575767517
73,0.20637273788452148,0.2416871339082718
74,0.19862022995948792,0.24067291617393494
75,0.20227432250976562,0.24025501310825348
76,0.19762396812438965,0.23914924263954163
77,0.19449937343597412,0.23614764213562012
78,0.19544106721878052,0.2325671911239624
79,0.1903640329837799,0.2308983951807022
80,0.20483633875846863,0.24623429775238037
81,0.2168606072664261,0.24794471263885498
82,0.2286548912525177,0.24794329702854156
83,0.2459012269973755,0.2503335475921631
84,0.2659456431865692,0.24890078604221344
85,0.281848281621933,0.26100537180900574
86,0.2914186120033264,0.26357388496398926
87,0.30240312218666077,0.2611907124519348
88,0.32478663325309753,0.2596585750579834
89,0.3357855975627899,0.25904545187950134
90,0.3620201647281647,0.25412750244140625
91,0.36456307768821716,0.2561126947402954
92,0.39461109042167664,0.2634158432483673
93,0.42250797152519226,0.2628500461578369
94,0.45448511838912964,0.2641371190547943
95,0.48575910925865173,0.26095324754714966
96,0.5138259530067444,0.2678173780441284
97,0.5466848015785217,0.2802996039390564
98,0.5832591652870178,0.2983340919017792
99,0.6135638356208801,0.3162509500980377
100,0.6191115379333496,0.33318501710891724
101,0.6260427236557007,0.3421516716480255
102,0.6311084032058716,0.3569096326828003
103,0.6288468241691589,0.36060190200805664
104,0.624909520149231,0.364010214805603
105,0.6356986165046692,0.3660467863082886
106,0.6429551839828491,0.3673620820045471
107,0.653001606464386,0.36763837933540344
108,0.6655535101890564,0.36628249287605286
109,0.6731974482536316,0.3614269196987152
110,0.6247419714927673,0.36407938599586487
111,0.5764796137809753,0.36455464363098145
112,0.5248494744300842,0.36719170212745667
113,0.47281184792518616,0.3224541246891022
114,0.43202146887779236,0.2890544831752777
115,0.3982662260532379,0.2602761387825012
116,0.3731192946434021,0.2590980529785156
117,0.3477523624897003,0.2649809718132019
118,0.32597947120666504,0.26741838455200195
119,0.30665549635887146,0.26773807406425476
120,0.29239174723625183,0.278744101524353
121,0.2734430730342865,0.28457871079444885
122,0.2604696750640869,0.28767257928848267
123,0.24252352118492126,0.2878081500530243
124,0.23299627006053925,0.25146257877349854
